,x,y
72,5.6441898605375505,6.8708339477729155
73,6.1693940736962585,9.614967552314893
74,5.5555756081410355,5.688818120513783
75,5.9189987572568485,9.746164391940079
76,4.529696857396038,6.750437281205476
77,6.278623888051148,11.30725377597393
78,4.550324926853776,13.463798934726007
79,5.160884382991769,8.154814666344944
80,4.167613065259893,7.651016526869253
81,5.006464187197597,8.885290032689223
82,4.400125831399184,12.196658401388095
83,7.867364934726032,13.64117914544224
84,4.145423819631675,6.720581762259422
85,3.6903631258914684,6.070084082666123
86,5.418576682660083,9.345972628013023
87,5.191492851673174,8.212947030093357
88,3.1954868207129596,9.2611366210786
89,6.194160182524458,13.130745349169299
90,8.092641278462683,7.071115533172665
91,4.56084072912312,9.897160891186315
92,4.37210666221671,4.2163348020995866
93,4.13696509291701,6.754133994637524
94,5.030925417782499,9.137706233636125
95,4.803811854147534,8.657712786473757
96,6.954297238025312,12.489305563070602
97,7.871602470373563,9.366087028107941
98,4.592322388425513,6.332980912016309
99,3.9017611231536637,9.662213353224159
100,6.934681229413817,7.851389227547026
101,4.552740409117162,12.699166478093998
102,4.867434322655103,9.254862315247102
103,5.004499548768524,9.514742424399687
104,4.7028910528014585,9.326706791269428
105,5.062676050161978,10.179712325826765
106,5.9720908187564605,12.606866883031474
107,5.68789996799591,13.281457882011068
108,3.558480173036172,8.952200343312146
109,4.243514333526966,10.703491453750061
110,9.146069704131277,14.613925480854334
111,4.995996858164816,9.501648324112084
112,5.290741096951178,9.278625061045082
113,3.5056536924986,11.826184061059559
114,6.619009287287302,9.690771716906188
115,3.8859215014015884,11.211511373319238
116,5.807956549159441,8.765087394566542
117,4.468346175332505,9.858567048439834
118,4.09957077453551,11.184203922086287
119,5.636155485039436,6.752933231203189
120,4.928462787935487,8.71335120847069
121,5.7993933586204385,11.871348912771586
122,4.226274820490405,13.076130872210939
123,6.638791931333926,11.220117535112408
124,5.802804058213221,15.793037211039492
125,5.177379170914468,5.8002535355619065
126,5.678843870526198,9.961608899198339
127,7.624028981953412,17.47706831237685
128,3.3788805229438204,9.348548446525824
129,6.34481757061657,11.219860691378408
130,4.300515220839193,11.41712062971329
131,-3.6970098596836856,4.737599615017936
132,7.342875349769807,16.582730860923448
133,4.199242447273782,7.471150160764873
134,4.112654372495583,12.719775093176816
135,4.208615513917948,10.678871109621797
136,5.39440853272418,9.657086350053731
137,5.625148863510392,10.75843131366694
138,5.664955457735716,8.023673304659182
139,-1.8677819596606433,-2.0649634403794153
140,4.639968503005043,11.048408341803093
141,3.7115498144107004,11.117811922328322
142,9.177122359465242,6.181056500025587
143,5.064621031180532,6.665687325645289
144,6.095058866481386,11.658567826851774
145,8.599622533865535,3.250069767425031
146,5.71572633905681,10.238952681951428
147,3.4877244072589253,8.201251745690692
148,5.178655481012913,10.870168795932548
149,6.772687268474046,10.775023616544754
150,5.265198635948302,8.707369408461313
151,5.2574300760580135,8.058478673194898
152,6.94218961269377,6.126409422535522
153,1.327133067137134,-0.09906666169116995
154,18.88142058076529,10.198458786659254
155,6.796323926484685,11.593964365427238
156,5.523777211558679,12.461120857738413
157,4.2284549130485125,7.44492835573409
158,2.9915162838564995,9.36542286867235
159,5.119296705022017,9.86608019340572
160,4.970698856781731,8.464341469585605
161,8.198797208911222,8.749707721040512
162,6.594640641216315,9.994559609781774
163,5.053417480909544,7.3730217366187505
164,5.255647703850429,11.591711259308092
165,4.923610363733166,9.704960870763887
166,5.675409118931041,9.73471371148175
167,6.662076741014668,10.105551032595645
168,5.721092796486096,9.343769333662916
169,4.662349270406851,9.299109031527568
170,4.689631216418705,8.797703726808034
171,5.223787366557843,9.60406848873894
172,4.25880659973692,8.711436365102902
173,4.1780461746354725,9.41392713131434
174,-0.33328066528904543,15.511877103353005
175,19.81554228153354,15.378287344129493
176,4.6673451819217275,12.535278752120917
177,5.054351478547017,7.313146065756609
178,4.642892807751081,9.510630982331737
179,4.976891555482388,11.85403592770843
